mesh_code,second,sixth,latest,latest_single
39272111,0,0,0,0
39274100,0,0,0,0
39274110,0,0,0,0
39276111,0,0,0,0
39277101,0,0,0,0
39271210,0,0,0,0
39271211,0,0,0,0
39272200,0,0,0,0
39272201,0,0,0,0
39272210,0,0,0,0
39272211,0,0,0,0
39273200,0,0,0,0
39272300,0,0,0,0
39272301,0,0,0,0
39272310,0,0,0,0
39272311,0,0,0,0
39273300,0,0,0,0
39271400,0,0,0,0
39272410,0,0,0,0
39272411,0,0,0,0
39273400,0,0,0,0
39273401,0,0,0,0
39270510,0,0,0,0
39270511,0,0,0,0
39271500,0,0,0,0
39271501,0,0,0,0
39271510,0,0,0,0
39271511,0,0,0,0
39272500,0,0,0,0
39272501,0,0,0,0
39272510,0,0,0,0
39272511,0,0,0,0
39273500,0,0,0,0
39273501,0,0,0,0
39273511,0,0,0,0
39274501,0,0,0,0
39274511,0,0,0,0
39275501,0,0,0,0
39271600,0,0,0,0
39271610,0,0,0,0
39271611,0,0,0,0
39272600,0,0,0,0
39272601,0,0,0,0
39272610,0,0,0,0
39273600,0,0,0,0
39273601,0,0,0,0
39273610,0,0,0,0
39273611,0,0,0,0
39274600,0,0,0,0
39274601,0,0,0,0
39274610,0,0,0,0
39274611,0,0,0,0
39275600,0,0,0,0
39275601,0,0,0,0
39275610,0,0,0,0
39275611,0,0,0,0
39276601,0,0,0,0
39277610,0,0,0,0
39277611,0,0,0,0
39271710,0,0,0,0
39272700,0,0,0,0
39272710,0,0,0,0
39272711,0,0,0,0
39273700,0,0,0,0
39273701,0,0,0,0
39273710,0,0,0,0
39273711,0,0,0,0
39274700,0,0,0,0
39274701,0,0,0,0
39274710,0,0,0,0
39274711,0,0,0,0
39275700,0,0,0,0
39275701,0,0,0,0
39275710,0,0,0,0
39275711,0,0,0,0
39276700,0,0,0,0
39276701,0,0,0,0
39276710,0,0,0,0
39276711,0,0,0,0
39277700,0,0,0,0
39277701,0,0,0,0
39277710,0,0,0,0
39277711,0,0,0,0
39284010,0,0,0,0
39285010,0,0,0,0
39286000,0,0,0,0
39286001,0,0,0,0
39286010,0,0,0,0
39286011,0,0,0,0
39287000,0,0,0,0
39287001,0,0,0,0
39287010,0,0,0,0
39287011,0,0,0,0
39286110,0,0,0,0
39287100,0,0,0,0
39287101,0,0,0,0
39287110,0,0,0,0
39287111,0,0,0,0
39287210,0,0,0,0
39427001,0,0,0,0
39426100,0,0,0,0
39426110,0,0,0,0
39426111,0,0,0,0
39427100,0,0,0,0
39427110,0,0,0,0
39427111,0,0,0,0
40270511,0,0,0,0
40270600,0,0,0,0
40270601,0,0,0,0
40270610,0,0,0,0
40270611,0,0,0,0
40270700,0,0,0,0
40270701,0,0,0,0
40270710,0,0,0,0
40270711,0,0,0,0
40272710,0,0,0,0
40272711,0,0,0,0
40273700,0,0,0,0
40273701,0,0,0,0
40273710,0,0,0,0
40273711,0,0,0,0
40274700,0,0,0,0
40274701,0,0,0,0
40274711,0,0,0,0
40275701,0,0,0,0
40280000,0,0,0,0
40280001,0,0,0,0
40280010,0,0,0,0
40284010,0,0,0,0
40285000,0,0,0,0
40280100,0,0,0,0
40280101,0,0,0,0
40280110,0,0,0,0
40280111,0,0,0,0
40281100,0,0,0,0
40281101,0,0,0,0
40281111,0,0,0,0
40282101,0,0,0,0
40280200,0,0,0,0
40280210,0,0,0,0
40280211,0,0,0,0
40281200,0,0,0,0
40281201,0,0,0,0
40281210,0,0,0,0
40281211,0,0,0,0
40282200,0,0,0,0
40282210,0,0,0,0
40284300,0,0,0,0
40284301,0,0,0,0
40284310,0,0,0,0
40284311,0,0,0,0
40287410,0,0,0,0
40287411,0,0,0,0
40406611,0,0,0,0
40407601,0,0,0,0
40406710,0,0,0,0
40407700,0,0,0,0
40420001,0,0,0,0
40420011,0,0,0,0
40420100,0,0,0,0
40420110,0,0,0,0
40424100,0,0,0,0
40424101,0,0,0,0
40424110,0,0,0,0
40424111,0,0,0,0
40425100,0,0,0,0
40425101,0,0,0,0
40425110,0,0,0,0
40425111,0,0,0,0
40426100,0,0,0,0
40426101,0,0,0,0
40425200,0,0,0,0
41286101,0,0,0,0
41286111,0,0,0,0
41280400,0,0,0,0
41280401,0,0,0,0
41280410,0,0,0,0
41280411,0,0,0,0
41280500,0,0,0,0
41280510,0,0,0,0
41280511,0,0,0,0
41281500,0,0,0,0
41281501,0,0,0,0
41283710,0,0,0,0
41283711,0,0,0,0
41284700,0,0,0,0
41284701,0,0,0,0
41284710,0,0,0,0
41284711,0,0,0,0
41285700,0,0,0,0
41285701,0,0,0,0
41285710,0,0,0,0
41285711,0,0,0,0
41286700,0,0,0,0
41286701,0,0,0,0
41286710,0,0,0,0
41286711,0,0,0,0
41287701,0,0,0,0
41294000,0,0,0,0
41294010,0,0,0,0
41295000,0,0,0,0
41295010,0,0,0,0
41297210,0,0,0,0
41424001,0,0,0,0
41424011,0,0,0,0
41421111,0,0,0,0
41422101,0,0,0,0
41423100,0,0,0,0
41423101,0,0,0,0
41423110,0,0,0,0
41424100,0,0,0,0
41424110,0,0,0,0
42290100,0,0,0,0
42290101,0,0,0,0
42290110,0,0,0,0
42290111,0,0,0,0
42291100,0,0,0,0
42291101,0,0,0,0
42291110,0,0,0,0
42291111,0,0,0,0
42292100,0,0,0,0
42292101,0,0,0,0
42292110,0,0,0,0
42292111,0,0,0,0
42293100,0,0,0,0
42293101,0,0,0,0
42293110,0,0,0,0
42293111,0,0,0,0
42290200,0,0,0,0
42290210,0,0,0,0
42290211,0,0,0,0
42291200,0,0,0,0
42291201,0,0,0,0
42291210,0,0,0,0
42291211,0,0,0,0
42292200,0,0,0,0
42292201,0,0,0,0
42292210,0,0,0,0
42292211,0,0,0,0
42293200,0,0,0,0
42293201,0,0,0,0
42293210,0,0,0,0
42293211,0,0,0,0
42294200,0,0,0,0
42294201,0,0,0,0
42291300,0,0,0,0
42291310,0,0,0,0
42292300,0,0,0,0
42292301,0,0,0,0
42292310,0,0,0,0
42292311,0,0,0,0
42293300,0,0,0,0
42293301,0,0,0,0
42293310,0,0,0,0
42293311,0,0,0,0
42294300,0,0,0,0
42294301,0,0,0,0
42294310,0,0,0,0
42294311,0,0,0,0
42293410,0,0,0,0
42293411,0,0,0,0
42294400,0,0,0,0
42294401,0,0,0,0
42294410,0,0,0,0
42294411,0,0,0,0
42295400,0,0,0,0
42295401,0,0,0,0
42295410,0,0,0,0
42295411,0,0,0,0
42294510,0,0,0,0
42294511,0,0,0,0
42295500,0,0,0,0
42295501,0,0,0,0
42295510,0,0,0,0
42295511,0,0,0,0
42296500,0,0,0,0
42296501,0,0,0,0
42296511,0,0,0,0
42293700,0,0,0,0
42293701,0,0,0,0
42293710,0,0,0,0
42293711,0,0,0,0
42294701,0,0,0,0
42303010,0,0,0,0
42304000,0,0,0,0
42304010,0,0,0,0
43281701,0,0,0,0
43281711,0,0,0,0
43282701,0,0,0,0
43291010,0,0,0,0
43292000,0,0,0,0
43295110,0,0,0,0
43295111,0,0,0,0
43296211,0,0,0,0
43291600,0,0,0,0
44291401,0,0,0,0
44291411,0,0,0,0
44294400,0,0,0,0
44296401,0,0,0,0
44296410,0,0,0,0
44296411,0,0,0,0
44293501,0,0,0,0
44293510,0,0,0,0
44293511,0,0,0,0
44294501,0,0,0,0
44295611,0,0,0,0
44296601,0,0,0,0
44296611,0,0,0,0
44295710,0,0,0,0
44296700,0,0,0,0
44296710,0,0,0,0
44297700,0,0,0,0
44297701,0,0,0,0
44297710,0,0,0,0
44297711,0,0,0,0
44405211,0,0,0,0
45290700,0,0,0,0
45300000,0,0,0,0
45300010,0,0,0,0
45300011,0,0,0,0
45305100,0,0,0,0
45305101,0,0,0,0
45305110,0,0,0,0
45305111,0,0,0,0
45305200,0,0,0,0
45302310,0,0,0,0
45302311,0,0,0,0
45303300,0,0,0,0
45303301,0,0,0,0
45303310,0,0,0,0
45303311,0,0,0,0
45304300,0,0,0,0
45304301,0,0,0,0
45304310,0,0,0,0
45304311,0,0,0,0
45305301,0,0,0,0
45305311,0,0,0,0
45302410,0,0,0,0
45302411,0,0,0,0
45303400,0,0,0,0
45303401,0,0,0,0
45303410,0,0,0,0
45303411,0,0,0,0
45304400,0,0,0,0
45304401,0,0,0,0
45304410,0,0,0,0
45304411,0,0,0,0
45305400,0,0,0,0
45305401,0,0,0,0
45305410,0,0,0,0
45303500,0,0,0,0
45303510,0,0,0,0
45304500,0,0,0,0
45304510,0,0,0,0
45304601,0,0,0,0
45304611,0,0,0,0
45305601,0,0,0,0
45305611,0,0,0,0
45304700,0,0,0,0
45304701,0,0,0,0
45304710,0,0,0,0
45304711,0,0,0,0
45305700,0,0,0,0
45305701,0,0,0,0
45305710,0,0,0,0
45305711,0,0,0,0
45306700,0,0,0,0
45306701,0,0,0,0
45306710,0,0,0,0
45306711,0,0,0,0
45307701,0,0,0,0
45307711,0,0,0,0
45316010,0,0,0,0
45317000,0,0,0,0
45317010,0,0,0,0
45405210,0,0,0,0
45405211,0,0,0,0
46291310,0,0,0,0
46292300,0,0,0,0
46292301,0,0,0,0
46295310,0,0,0,0
46295311,0,0,0,0
46296300,0,0,0,0
46296301,0,0,0,0
46296311,0,0,0,0
46297511,0,0,0,0
46291710,0,0,0,0
46291711,0,0,0,0
46292700,0,0,0,0
46292701,0,0,0,0
46300011,0,0,0,0
46301001,0,0,0,0
46306111,0,0,0,0
46307101,0,0,0,0
46307110,0,0,0,0
46307111,0,0,0,0
46300211,0,0,0,0
46301200,0,0,0,0
46301201,0,0,0,0
46301210,0,0,0,0
46301211,0,0,0,0
46306210,0,0,0,0
46306211,0,0,0,0
46307200,0,0,0,0
46307201,0,0,0,0
46307210,0,0,0,0
46307211,0,0,0,0
46301310,0,0,0,0
46301311,0,0,0,0
46306310,0,0,0,0
46306311,0,0,0,0
46307300,0,0,0,0
46307301,0,0,0,0
46307310,0,0,0,0
46307311,0,0,0,0
46305410,0,0,0,0
46305411,0,0,0,0
46306400,0,0,0,0
46306401,0,0,0,0
46306410,0,0,0,0
46306411,0,0,0,0
46307400,0,0,0,0
46307401,0,0,0,0
46307410,0,0,0,0
46307411,0,0,0,0
46303510,0,0,0,0
46304500,0,0,0,0
46304501,0,0,0,0
46304510,0,0,0,0
46304511,0,0,0,0
46305500,0,0,0,0
46305501,0,0,0,0
46305511,0,0,0,0
46306500,0,0,0,0
46306510,0,0,0,0
46307500,0,0,0,0
46300611,0,0,0,0
46301601,0,0,0,0
46304610,0,0,0,0
46305600,0,0,0,0
46305601,0,0,0,0
46305610,0,0,0,0
46305611,0,0,0,0
46306600,0,0,0,0
46306601,0,0,0,0
46306610,0,0,0,0
46306611,0,0,0,0
46307600,0,0,0,0
46307601,0,0,0,0
46307610,0,0,0,0
46307611,0,0,0,0
46300701,0,0,0,0
46300711,0,0,0,0
46305700,0,0,0,0
46305710,0,0,0,0
46305711,0,0,0,0
46306700,0,0,0,0
46306701,0,0,0,0
46306710,0,0,0,0
46306711,0,0,0,0
46307700,0,0,0,0
46307701,0,0,0,0
46307710,0,0,0,0
46307711,0,0,0,0
46310000,0,0,0,0
46310001,0,0,0,0
46310010,0,0,0,0
46310011,0,0,0,0
46311000,0,0,0,0
46311001,0,0,0,0
46311010,0,0,0,0
46311011,0,0,0,0
46312000,0,0,0,0
46316000,0,0,0,0
46316010,0,0,0,0
46316011,0,0,0,0
46317000,0,0,0,0
46317001,0,0,0,0
46317010,0,0,0,0
46317011,0,0,0,0
46317100,0,0,0,0
47287211,0,0,0,0
47291501,0,0,0,0
47293500,0,0,0,0
47293501,0,0,0,0
47293510,0,0,0,0
47293511,0,0,0,0
47294500,0,0,0,0
47294501,0,0,0,0
47294511,0,0,0,0
47294610,0,0,0,0
47295600,0,0,0,0
47295601,0,0,0,0
47295610,0,0,0,0
47295611,0,0,0,0
47296601,0,0,0,0
47296611,0,0,0,0
47295710,0,0,0,0
47296700,0,0,0,0
47296701,0,0,0,0
47296711,0,0,0,0
47300011,0,0,0,0
47301001,0,0,0,0
47306000,0,0,0,0
47306010,0,0,0,0
47300100,0,0,0,0
47300101,0,0,0,0
47300110,0,0,0,0
47300111,0,0,0,0
47301100,0,0,0,0
47301101,0,0,0,0
47302111,0,0,0,0
47304110,0,0,0,0
47304111,0,0,0,0
47305100,0,0,0,0
47305101,0,0,0,0
47305110,0,0,0,0
47305111,0,0,0,0
47306100,0,0,0,0
47306101,0,0,0,0
47306111,0,0,0,0
47307101,0,0,0,0
47307110,0,0,0,0
47307111,0,0,0,0
47300200,0,0,0,0
47300201,0,0,0,0
47300210,0,0,0,0
47300211,0,0,0,0
47301200,0,0,0,0
47301201,0,0,0,0
47301210,0,0,0,0
47301211,0,0,0,0
47302201,0,0,0,0
47302211,0,0,0,0
47303201,0,0,0,0
47303210,0,0,0,0
47303211,0,0,0,0
47304200,0,0,0,0
47304201,0,0,0,0
47304210,0,0,0,0
47304211,0,0,0,0
47305200,0,0,0,0
47305201,0,0,0,0
47305210,0,0,0,0
47305211,0,0,0,0
47306200,0,0,0,0
47306201,0,0,0,0
47306210,0,0,0,0
47306211,0,0,0,0
47307200,0,0,0,0
47307201,0,0,0,0
47307210,0,0,0,0
47307211,0,0,0,0
47300300,0,0,0,0
47300301,0,0,0,0
47300310,0,0,0,0
47300311,0,0,0,0
47301300,0,0,0,0
47301301,0,0,0,0
47301310,0,0,0,0
47301311,0,0,0,0
47302300,0,0,0,0
47302301,0,0,0,0
47302310,0,0,0,0
47302311,0,0,0,0
47303300,0,0,0,0
47303301,0,0,0,0
47303310,0,0,0,0
47303311,0,0,0,0
47304300,0,0,0,0
47304301,0,0,0,0
47304310,0,0,0,0
47304311,0,0,0,0
47305300,0,0,0,0
47305301,0,0,0,0
47305310,0,0,0,0
47305311,0,0,0,0
47306300,0,0,0,0
47306301,0,0,0,0
47306310,0,0,0,0
47306311,0,0,0,0
47307300,0,0,0,0
47307301,0,0,0,0
47307310,0,0,0,0
47307311,0,0,0,0
47300400,0,0,0,0
47300410,0,0,0,0
47301400,0,0,0,0
47301410,0,0,0,0
47302400,0,0,0,0
47302401,0,0,0,0
47302410,0,0,0,0
47302411,0,0,0,0
47303400,0,0,0,0
47303401,0,0,0,0
47303410,0,0,0,0
47303411,0,0,0,0
47304400,0,0,0,0
47304401,0,0,0,0
47304410,0,0,0,0
47304411,0,0,0,0
47305400,0,0,0,0
47305401,0,0,0,0
47305410,0,0,0,0
47305411,0,0,0,0
47306400,0,0,0,0
47306401,0,0,0,0
47306410,0,0,0,0
47306411,0,0,0,0
47307400,0,0,0,0
47307401,0,0,0,0
47307410,0,0,0,0
47307411,0,0,0,0
47301501,0,0,0,0
47301510,0,0,0,0
47301511,0,0,0,0
47302501,0,0,0,0
47302510,0,0,0,0
47302511,0,0,0,0
47303500,0,0,0,0
47303501,0,0,0,0
47303510,0,0,0,0
47303511,0,0,0,0
47304501,0,0,0,0
47304510,0,0,0,0
47304511,0,0,0,0
47305500,0,0,0,0
47305501,0,0,0,0
47305510,0,0,0,0
47305511,0,0,0,0
47306500,0,0,0,0
47306501,0,0,0,0
47306510,0,0,0,0
47306511,0,0,0,0
47307500,0,0,0,0
47307501,0,0,0,0
47307510,0,0,0,0
47307511,0,0,0,0
47300600,0,0,0,0
47300601,0,0,0,0
47300610,0,0,0,0
47300611,0,0,0,0
47301600,0,0,0,0
47301601,0,0,0,0
47301610,0,0,0,0
47301611,0,0,0,0
47302600,0,0,0,0
47302601,0,0,0,0
47302610,0,0,0,0
47302611,0,0,0,0
47303600,0,0,0,0
47303601,0,0,0,0
47303610,0,0,0,0
47303611,0,0,0,0
47304600,0,0,0,0
47304601,0,0,0,0
47304610,0,0,0,0
47304611,0,0,0,0
47305600,0,0,0,0
47305601,0,0,0,0
47305610,0,0,0,0
47305611,0,0,0,0
47306600,0,0,0,0
47306601,0,0,0,0
47306610,0,0,0,0
47306611,0,0,0,0
47307600,0,0,0,0
47307601,0,0,0,0
47307610,0,0,0,0
47307611,0,0,0,0
47300700,0,0,0,0
47300701,0,0,0,0
47300710,0,0,0,0
47300711,0,0,0,0
47301700,0,0,0,0
47301701,0,0,0,0
47301710,0,0,0,0
47301711,0,0,0,0
47302700,0,0,0,0
47302701,0,0,0,0
47302710,0,0,0,0
47302711,0,0,0,0
47303700,0,0,0,0
47303701,0,0,0,0
47303710,0,0,0,0
47303711,0,0,0,0
47304700,0,0,0,0
47304701,0,0,0,0
47304710,0,0,0,0
47304711,0,0,0,0
47305700,0,0,0,0
47305701,0,0,0,0
47305710,0,0,0,0
47305711,0,0,0,0
47306700,0,0,0,0
47306701,0,0,0,0
47306710,0,0,0,0
47306711,0,0,0,0
47307700,0,0,0,0
47307701,0,0,0,0
47307710,0,0,0,0
47307711,0,0,0,0
47310000,0,0,0,0
47310001,0,0,0,0
47310010,0,0,0,0
47311000,0,0,0,0
47311001,0,0,0,0
47311010,0,0,0,0
47311011,0,0,0,0
47312000,0,0,0,0
47312001,0,0,0,0
47312010,0,0,0,0
47312011,0,0,0,0
47313000,0,0,0,0
47313001,0,0,0,0
47313010,0,0,0,0
47313011,0,0,0,0
47314000,0,0,0,0
47314001,0,0,0,0
47314010,0,0,0,0
47314011,0,0,0,0
47315000,0,0,0,0
47315001,0,0,0,0
47315010,0,0,0,0
47315011,0,0,0,0
47316000,0,0,0,0
47316001,0,0,0,0
47316010,0,0,0,0
47316011,0,0,0,0
47317000,0,0,0,0
47317001,0,0,0,0
47317010,0,0,0,0
47317011,0,0,0,0
47310111,0,0,0,0
47311100,0,0,0,0
47311101,0,0,0,0
47311110,0,0,0,0
47311111,0,0,0,0
47312100,0,0,0,0
47312101,0,0,0,0
47312110,0,0,0,0
47312111,0,0,0,0
47313100,0,0,0,0
47313101,0,0,0,0
47313110,0,0,0,0
47313111,0,0,0,0
47314100,0,0,0,0
47314101,0,0,0,0
47314110,0,0,0,0
47314111,0,0,0,0
47315100,0,0,0,0
47315101,0,0,0,0
47315110,0,0,0,0
47315111,0,0,0,0
47316100,0,0,0,0
47316101,0,0,0,0
47316110,0,0,0,0
47316111,0,0,0,0
47317100,0,0,0,0
47317101,0,0,0,0
47317110,0,0,0,0
47317111,0,0,0,0
47310201,0,0,0,0
47310210,0,0,0,0
47310211,0,0,0,0
47311200,0,0,0,0
47311201,0,0,0,0
47311210,0,0,0,0
47311211,0,0,0,0
47312200,0,0,0,0
47312201,0,0,0,0
47312210,0,0,0,0
47312211,0,0,0,0
47313200,0,0,0,0
47313201,0,0,0,0
47313210,0,0,0,0
47313211,0,0,0,0
47314200,0,0,0,0
47314201,0,0,0,0
47314210,0,0,0,0
47314211,0,0,0,0
47315200,0,0,0,0
47315201,0,0,0,0
47315210,0,0,0,0
47315211,0,0,0,0
47316200,0,0,0,0
47316201,0,0,0,0
47316210,0,0,0,0
47316211,0,0,0,0
47317200,0,0,0,0
47317201,0,0,0,0
47317210,0,0,0,0
47317211,0,0,0,0
47311300,0,0,0,0
47311310,0,0,0,0
47312300,0,0,0,0
47312310,0,0,0,0
47313300,0,0,0,0
47313301,0,0,0,0
47313310,0,0,0,0
47313311,0,0,0,0
47314300,0,0,0,0
47314301,0,0,0,0
47314310,0,0,0,0
47314311,0,0,0,0
47315300,0,0,0,0
47315301,0,0,0,0
47315310,0,0,0,0
47315311,0,0,0,0
47316300,0,0,0,0
47316301,0,0,0,0
47316310,0,0,0,0
47316311,0,0,0,0
47317300,0,0,0,0
47317301,0,0,0,0
47317310,0,0,0,0
47317311,0,0,0,0
47396710,0,0,0,0
47401000,0,0,0,0
48282011,0,0,0,0
48280201,0,0,0,0
48280300,0,0,0,0
48280310,0,0,0,0
48287401,0,0,0,0
48287411,0,0,0,0
48286511,0,0,0,0
48287500,0,0,0,0
48287501,0,0,0,0
48287510,0,0,0,0
48287511,0,0,0,0
48286610,0,0,0,0
48287600,0,0,0,0
48287601,0,0,0,0
48287610,0,0,0,0
48287611,0,0,0,0
48286710,0,0,0,0
48287700,0,0,0,0
48287710,0,0,0,0
48296511,0,0,0,0
48297501,0,0,0,0
48297511,0,0,0,0
48296610,0,0,0,0
48297600,0,0,0,0
48297601,0,0,0,0
48297610,0,0,0,0
48297611,0,0,0,0
48291711,0,0,0,0
48292701,0,0,0,0
48292711,0,0,0,0
48293701,0,0,0,0
48293711,0,0,0,0
48294701,0,0,0,0
48294711,0,0,0,0
48297710,0,0,0,0
48301001,0,0,0,0
48301010,0,0,0,0
48301011,0,0,0,0
48302000,0,0,0,0
48302001,0,0,0,0
48302010,0,0,0,0
48302011,0,0,0,0
48303000,0,0,0,0
48303001,0,0,0,0
48303010,0,0,0,0
48303011,0,0,0,0
48304000,0,0,0,0
48304001,0,0,0,0
48304010,0,0,0,0
48304011,0,0,0,0
48305000,0,0,0,0
48305001,0,0,0,0
48305010,0,0,0,0
48305011,0,0,0,0
48306000,0,0,0,0
48306001,0,0,0,0
48306011,0,0,0,0
48307011,0,0,0,0
48300100,0,0,0,0
48300101,0,0,0,0
48300110,0,0,0,0
48300111,0,0,0,0
48301100,0,0,0,0
48301101,0,0,0,0
48301110,0,0,0,0
48301111,0,0,0,0
48302100,0,0,0,0
48302101,0,0,0,0
48302110,0,0,0,0
48302111,0,0,0,0
48303100,0,0,0,0
48303101,0,0,0,0
48303110,0,0,0,0
48303111,0,0,0,0
48304100,0,0,0,0
48304101,0,0,0,0
48304110,0,0,0,0
48304111,0,0,0,0
48305100,0,0,0,0
48305101,0,0,0,0
48305110,0,0,0,0
48305111,0,0,0,0
48306100,0,0,0,0
48306101,0,0,0,0
48306110,0,0,0,0
48306111,0,0,0,0
48307100,0,0,0,0
48307101,0,0,0,0
48307110,0,0,0,0
48307111,0,0,0,0
48300200,0,0,0,0
48300201,0,0,0,0
48300210,0,0,0,0
48300211,0,0,0,0
48301200,0,0,0,0
48301201,0,0,0,0
48301210,0,0,0,0
48301211,0,0,0,0
48302201,0,0,0,0
48303200,0,0,0,0
48303210,0,0,0,0
48303211,0,0,0,0
48304200,0,0,0,0
48304201,0,0,0,0
48304210,0,0,0,0
48304211,0,0,0,0
48305200,0,0,0,0
48305201,0,0,0,0
48305210,0,0,0,0
48305211,0,0,0,0
48306200,0,0,0,0
48306201,0,0,0,0
48307201,0,0,0,0
48307210,0,0,0,0
48307211,0,0,0,0
48300300,0,0,0,0
48300301,0,0,0,0
48300310,0,0,0,0
48300311,0,0,0,0
48301300,0,0,0,0
48301301,0,0,0,0
48301310,0,0,0,0
48301311,0,0,0,0
48302300,0,0,0,0
48302301,0,0,0,0
48302310,0,0,0,0
48302311,0,0,0,0
48303300,0,0,0,0
48303301,0,0,0,0
48303311,0,0,0,0
48304300,0,0,0,0
48304301,0,0,0,0
48304310,0,0,0,0
48304311,0,0,0,0
48305300,0,0,0,0
48305310,0,0,0,0
48305311,0,0,0,0
48306300,0,0,0,0
48306301,0,0,0,0
48306310,0,0,0,0
48306311,0,0,0,0
48307300,0,0,0,0
48307301,0,0,0,0
48307311,0,0,0,0
48300400,0,0,0,0
48300401,0,0,0,0
48300410,0,0,0,0
48300411,0,0,0,0
48301400,0,0,0,0
48301401,0,0,0,0
48301410,0,0,0,0
48301411,0,0,0,0
48302400,0,0,0,0
48302401,0,0,0,0
48302410,0,0,0,0
48302411,0,0,0,0
48303400,0,0,0,0
48303401,0,0,0,0
48303410,0,0,0,0
48303411,0,0,0,0
48304400,0,0,0,0
48304401,0,0,0,0
48304410,0,0,0,0
48304411,0,0,0,0
48305400,0,0,0,0
48305401,0,0,0,0
48305410,0,0,0,0
48305411,0,0,0,0
48306400,0,0,0,0
48306401,0,0,0,0
48306410,0,0,0,0
48306411,0,0,0,0
48307400,0,0,0,0
48307401,0,0,0,0
48307410,0,0,0,0
48307411,0,0,0,0
48300500,0,0,0,0
48300501,0,0,0,0
48300510,0,0,0,0
48300511,0,0,0,0
48301500,0,0,0,0
48301501,0,0,0,0
48301510,0,0,0,0
48301511,0,0,0,0
48302500,0,0,0,0
48302501,0,0,0,0
48302510,0,0,0,0
48302511,0,0,0,0
48303500,0,0,0,0
48303501,0,0,0,0
48303510,0,0,0,0
48303511,0,0,0,0
48304500,0,0,0,0
48304501,0,0,0,0
48304510,0,0,0,0
48304511,0,0,0,0
48305500,0,0,0,0
48305501,0,0,0,0
48305510,0,0,0,0
48305511,0,0,0,0
48306500,0,0,0,0
48306501,0,0,0,0
48306510,0,0,0,0
48306511,0,0,0,0
48307500,0,0,0,0
48307501,0,0,0,0
48307510,0,0,0,0
48307511,0,0,0,0
